"sampleName"	"Scer"	"Spar"	"site"	"hostType"	"latitude"	"longitude"	"vineyardAgr"	"genotype"	"genotypeStudy"	"GoogleSearchTerm"	"TmaxLat"	"TmaxLon"	"Tmax"
Soil13-2	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	mosaic	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil14	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	mosaic	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil4	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	mosaic	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
KEH02575	1	0	ChaumMO	fermentation	37.767545	-90.160674	vineyard	mosaic	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
KEH02809	1	0	ChaumMO	fruit	37.767545	-90.160674	vineyard	mosaic	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
KEH00415	1	0	ChaumMO	fruit	37.767545	-90.160674	vineyard	mosaic	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
KEH02884	1	0	ChaumMO	fruit	37.767545	-90.160674	vineyard	mosaic	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
KEH00290	1	0	ChaumMO	fruit	37.767545	-90.160674	vineyard	wine	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
TOT	1	0	TemeculaCA	soil	33.798546	-116.070724	unknown	wine	Cromie2013	"Temecula County, California"	33.8	-116.066666666667	364
KEH00221	1	0	ChaumMO	oaklike	37.767545	-90.160674	vineyard	wine	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
Soil15	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	wine	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
KEH01639	1	0	WhistlOR	oaklike	44.963607	-123.164822	vineyard	wine	Cromie2013	"Whistling Dog Cellars, 1915 NW Oak Grove Road Salem, OR 97304"	44.9666666666667	-123.166666666667	277
KEH01958	1	0	TyeeOR	oaklike	44.458748	-123.323324	vineyard	wine	Cromie2013	"Tyee Wine Cellars, OR"	44.4583333333333	-123.325	272
KEH01876	1	0	TyeeOR	oaklike	44.458748	-123.323324	vineyard	wine	Cromie2013	"Tyee Wine Cellars, OR"	44.4583333333333	-123.325	272
KEH02583	1	0	ChaumMO	fruit	37.767545	-90.160674	vineyard	wine	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
Soil1	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	wine	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
KEH02635	1	0	ChaumMO	oaklike	37.767545	-90.160674	vineyard	wine	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
KEH02580	1	0	ChaumMO	fruit	37.767545	-90.160674	vineyard	wine	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
KEH02724	1	0	ChaumMO	fruit	37.767545	-90.160674	vineyard	wine	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
KEH02588	1	0	ChaumMO	fruit	37.767545	-90.160674	vineyard	wine	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
KEH02714	1	0	ChaumMO	fruit	37.767545	-90.160674	vineyard	wine	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
KEH02887	1	0	ChaumMO	fruit	37.767545	-90.160674	vineyard	wine	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
KEH02978	1	0	ChaumMO	oaklike	37.767545	-90.160674	vineyard	wine	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
KEH02587	1	0	ChaumMO	fruit	37.767545	-90.160674	vineyard	wine	Cromie2013	"Chaumette Vineyards, Missouri"	37.7666666666667	-90.1583333333333	316
Bark2	1	0	MattuaNZ	oaklike	-36.742366	174.506514	vineyard	mosaic	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil17-2	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	mosaic	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil17-1	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	mosaic	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Bark1	1	0	MattuaNZ	oaklike	-36.742366	174.506514	vineyard	mosaic	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil16	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	NZ	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil5	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	NZ	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil3-1	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	NZ	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil3-2	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	NZ	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil7-1	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	NZ	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil7-2	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	NZ	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil9	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	NZ	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil11-1	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	NZ	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil11-2	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	NZ	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Soil2	1	0	MattuaNZ	soil	-36.742366	174.506514	vineyard	NZ	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Buttercup1	1	0	MattuaNZ	flower	-36.742366	174.506514	vineyard	NZ	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
Buttercup2	1	0	MattuaNZ	flower	-36.742366	174.506514	vineyard	NZ	Cromie2013	"Matua Valley Wines, New Zealand"	-36.7416666666667	174.508333333333	239
HN1	1	0	DiaoluoHainan	oaklike	18.661954	109.936468	wild	CHNI	Wang2012	"Diaoluo Mountain, Hainan"	18.6583333333333	109.933333333333	322
HN2	1	0	DiaoluoHainan	oaklike	18.661954	109.936468	wild	CHNI	Wang2012	"Diaoluo Mountain, Hainan"	18.6583333333333	109.933333333333	322
HN3	1	0	DiaoluoHainan	oaklike	18.661954	109.936468	wild	CHNI	Wang2012	"Diaoluo Mountain, Hainan"	18.6583333333333	109.933333333333	322
HN4	1	0	BawanglingHainan	oaklike	19.134948	109.2619448	wild	CHNI	Wang2012	"Bawangling, Hainan"	19.1333333333333	109.258333333333	310
HN5	1	0	BawanglingHainan	oaklike	19.134948	109.2619448	wild	CHNI	Wang2012	"Bawangling, Hainan"	19.1333333333333	109.258333333333	310
HN6	1	0	BawanglingHainan	oaklike	19.134948	109.2619448	wild	CHNI	Wang2012	"Bawangling, Hainan"	19.1333333333333	109.258333333333	310
HN7	1	0	BawanglingHainan	oaklike	19.134948	109.2619448	wild	CHNI	Wang2012	"Bawangling, Hainan"	19.1333333333333	109.258333333333	310
FJ5	1	0	WuyiFujian	oaklike	27.907309	117.893624	wild	CHNI	Wang2012	"Wuyi Mountain, Nanping, Fujian, China"	27.9083333333333	117.891666666667	266
FJ7	1	0	WuyiFujian	oaklike	27.907309	117.893624	wild	CHNI	Wang2012	"Wuyi Mountain, Nanping, Fujian, China"	27.9083333333333	117.891666666667	266
FJ8	1	0	WuyiFujian	oaklike	27.907309	117.893624	wild	CHNI	Wang2012	"Wuyi Mountain, Nanping, Fujian, China"	27.9083333333333	117.891666666667	266
FJ9	1	0	WuyiFujian	oaklike	27.907309	117.893624	wild	CHNI	Wang2012	"Wuyi Mountain, Nanping, Fujian, China"	27.9083333333333	117.891666666667	266
FJ10	1	0	WuyiFujian	oaklike	27.907309	117.893624	wild	CHNI	Wang2012	"Wuyi Mountain, Nanping, Fujian, China"	27.9083333333333	117.891666666667	266
SX1	1	0	QinlingShaanxi	oaklike	33.853073	108.784066	wild	CHNII	Wang2012	"Qinling, Xi'an, Shaanxi, China"	33.85	108.783333333333	173
SX2	1	0	QinlingShaanxi	oaklike	33.853073	108.784066	wild	CHNII	Wang2012	"Qinling, Xi'an, Shaanxi, China"	33.85	108.783333333333	173
SX3	1	0	QinlingShaanxi	oaklike	33.853073	108.784066	wild	CHNII	Wang2012	"Qinling, Xi'an, Shaanxi, China"	33.85	108.783333333333	173
SX4	1	0	QinlingShaanxi	oaklike	33.853073	108.784066	wild	CHNII	Wang2012	"Qinling, Xi'an, Shaanxi, China"	33.85	108.783333333333	173
SX5	1	0	QinlingShaanxi	oaklike	33.853073	108.784066	wild	CHNII	Wang2012	"Qinling, Xi'an, Shaanxi, China"	33.85	108.783333333333	173
SX6	1	0	QinlingShaanxi	oaklike	33.853073	108.784066	wild	CHNII	Wang2012	"Qinling, Xi'an, Shaanxi, China"	33.85	108.783333333333	173
SX7	1	0	QinlingShaanxi	oaklike	33.853073	108.784066	wild	CHNII	Wang2012	"Qinling, Xi'an, Shaanxi, China"	33.85	108.783333333333	173
SX8	1	0	QinlingShaanxi	oaklike	33.853073	108.784066	wild	CHNII	Wang2012	"Qinling, Xi'an, Shaanxi, China"	33.85	108.783333333333	173
HN8	1	0	WuzhiHainan	oaklike	18.900513	109.704465	wild	CHNIII	Wang2012	"Wuzhi Mountain, Hainan"	18.9	109.708333333333	247
HN9	1	0	WuzhiHainan	oaklike	18.900513	109.704465	wild	CHNIII	Wang2012	"Wuzhi Mountain, Hainan"	18.9	109.708333333333	247
HN10	1	0	WuzhiHainan	oaklike	18.900513	109.704465	wild	CHNIII	Wang2012	"Wuzhi Mountain, Hainan"	18.9	109.708333333333	247
HN11	1	0	JianfenglingHainan	oaklike	18.70727	108.829675	wild	CHNIII	Wang2012	"Jianfengling, Hainan"	18.7083333333333	108.833333333333	306
HN19	1	0	WuzhiHainan	oaklike	18.900513	109.704465	wild	CHNIII	Wang2012	"Wuzhi Mountain, Hainan"	18.9	109.708333333333	247
BJ3	1	0	ShunyiBeijing	fruit	40.182314	116.731358	unknown	CHNIV	Wang2012	"Shunyi, Beijing"	40.1833333333333	116.733333333333	310
BJ6	1	0	ChanpingBeijing	fruit	40.229499	116.222587	unknown	CHNIV	Wang2012	"Changping, Beijing"	40.2333333333333	116.225	313
BJ8	1	0	WulingBeijing	oaklike	40.61593	117.482817	wild	CHNIV	Wang2012	"Wuling Mountain, Beijing"	40.6166666666667	117.483333333333	239
BJ12	1	0	WulingBeijing	oaklike	40.61593	117.482817	wild	CHNIV	Wang2012	"Wuling Mountain, Beijing"	40.6166666666667	117.483333333333	239
BJ14	1	0	WulingBeijing	oaklike	40.61593	117.482817	wild	CHNIV	Wang2012	"Wuling Mountain, Beijing"	40.6166666666667	117.483333333333	239
BJ15	1	0	DonglingBeijing	oaklike	40.036233	115.461298	wild	CHNIV	Wang2012	"Dongling Mountain, Beijing"	40.0333333333333	115.458333333333	222
BJ16	1	0	DonglingBeijing	oaklike	40.036233	115.461298	wild	CHNIV	Wang2012	"Dongling Mountain, Beijing"	40.0333333333333	115.458333333333	222
BJ17	1	0	DonglingBeijing	oaklike	40.036233	115.461298	wild	CHNIV	Wang2012	"Dongling Mountain, Beijing"	40.0333333333333	115.458333333333	222
BJ18	1	0	DonglingBeijing	oaklike	40.036233	115.461298	wild	CHNIV	Wang2012	"Dongling Mountain, Beijing"	40.0333333333333	115.458333333333	222
BJ19	1	0	DonglingBeijing	oaklike	40.036233	115.461298	wild	CHNIV	Wang2012	"Dongling Mountain, Beijing"	40.0333333333333	115.458333333333	222
BJ20	1	0	DonglingBeijing	oaklike	40.036233	115.461298	wild	CHNIV	Wang2012	"Dongling Mountain, Beijing"	40.0333333333333	115.458333333333	222
BJ21	1	0	DonglingBeijing	oaklike	40.036233	115.461298	wild	CHNIV	Wang2012	"Dongling Mountain, Beijing"	40.0333333333333	115.458333333333	222
BJ22	1	0	DonglingBeijing	oaklike	40.036233	115.461298	wild	CHNIV	Wang2012	"Dongling Mountain, Beijing"	40.0333333333333	115.458333333333	222
BJ23	1	0	DonglingBeijing	oaklike	40.036233	115.461298	wild	CHNIV	Wang2012	"Dongling Mountain, Beijing"	40.0333333333333	115.458333333333	222
BJ24	1	0	DonglingBeijing	oaklike	40.036233	115.461298	wild	CHNIV	Wang2012	"Dongling Mountain, Beijing"	40.0333333333333	115.458333333333	222
BJ26	1	0	DonglingBeijing	fruit	40.036233	115.461298	unknown	CHNIV	Wang2012	"Dongling Mountain, Beijing"	40.0333333333333	115.458333333333	222
BJ27	1	0	DonglingBeijing	fruit	40.036233	115.461298	unknown	CHNIV	Wang2012	"Dongling Mountain, Beijing"	40.0333333333333	115.458333333333	222
HLJ1	1	0	JingboHeilongjiang	oaklike	43.864622	128.912759	unknown	CHNIV	Wang2012	"Jingbo lake, Heilongjiang"	43.8666666666667	128.916666666667	264
JL5	1	0	YanbianJilin	oaklike	42.915769	129.481083	unknown	CHNIV	Wang2012	"Yanbian, Jilin"	42.9166666666667	129.483333333333	267
FJ2	1	0	WuyiFujian	oaklike	27.907309	117.893624	wild	CHNV	Wang2012	"Wuyi Mountain, Nanping, Fujian, China"	27.9083333333333	117.891666666667	266
FJ3	1	0	WuyiFujian	oaklike	27.907309	117.893624	wild	CHNV	Wang2012	"Wuyi Mountain, Nanping, Fujian, China"	27.9083333333333	117.891666666667	266
FJ4	1	0	WuyiFujian	oaklike	27.907309	117.893624	wild	CHNV	Wang2012	"Wuyi Mountain, Nanping, Fujian, China"	27.9083333333333	117.891666666667	266
FJ6	1	0	WuyiFujian	oaklike	27.907309	117.893624	wild	CHNV	Wang2012	"Wuyi Mountain, Nanping, Fujian, China"	27.9083333333333	117.891666666667	266
HN12	1	0	JianfenglingHainan	oaklike	18.70727	108.829675	wild	CHNV	Wang2012	"Jianfengling, Hainan"	18.7083333333333	108.833333333333	306
HN13	1	0	JianfenglingHainan	oaklike	18.70727	108.829675	wild	CHNV	Wang2012	"Jianfengling, Hainan"	18.7083333333333	108.833333333333	306
HN14	1	0	JianfenglingHainan	oaklike	18.70727	108.829675	wild	CHNV	Wang2012	"Jianfengling, Hainan"	18.7083333333333	108.833333333333	306
HN15	1	0	WuzhiHainan	oaklike	18.900513	109.704465	wild	CHNV	Wang2012	"Wuzhi Mountain, Hainan"	18.9	109.708333333333	247
HN16	1	0	WuzhiHainan	oaklike	18.900513	109.704465	wild	CHNV	Wang2012	"Wuzhi Mountain, Hainan"	18.9	109.708333333333	247
HN17	1	0	WuzhiHainan	oaklike	18.900513	109.704465	wild	CHNV	Wang2012	"Wuzhi Mountain, Hainan"	18.9	109.708333333333	247
HN18	1	0	WuzhiHainan	oaklike	18.900513	109.704465	wild	CHNV	Wang2012	"Wuzhi Mountain, Hainan"	18.9	109.708333333333	247
ZJ1	1	0	GutianZhejiang	oaklike	29.258781	118.145442	wild	CHNV	Wang2012	"Gutian Mountain, Zhejiang"	29.2583333333333	118.141666666667	295
ZJ2	1	0	GutianZhejiang	oaklike	29.258781	118.145442	wild	CHNV	Wang2012	"Gutian Mountain, Zhejiang"	29.2583333333333	118.141666666667	295
BJ4	1	0	HaidianBeijing	insect	39.96118	116.290269	wild	CHNVI	Wang2012	"Haidian, Beijing"	39.9583333333333	116.291666666667	313
SD1	1	0	AnqiuShandong	fruit	36.476303	119.217322	wild	CHNVI	Wang2012	"Anqiu, Shandong"	36.475	119.216666666667	300
SD2	1	0	TaianShandong	fruit	36.208085	117.083024	wild	CHNVI	Wang2012	"Taian, Shandong"	36.2083333333333	117.083333333333	302
SX10	1	0	QinlingShaanxi	fruit	33.853073	108.784066	wild	CHNVI	Wang2012	"Qinling, Xi'an, Shaanxi, China"	33.85	108.783333333333	173
HLJ2	1	0	JingboHeilongjiang	oaklike	43.864622	128.912759	unknown	CHNVII	Wang2012	"Jingbo lake, Heilongjiang"	43.8666666666667	128.916666666667	264
HLJ3	1	0	JingboHeilongjiang	oaklike	43.864622	128.912759	unknown	CHNVII	Wang2012	"Jingbo lake, Heilongjiang"	43.8666666666667	128.916666666667	264
JL4	1	0	YanbianJilin	oaklike	42.915769	129.481083	unknown	CHNVII	Wang2012	"Yanbian, Jilin"	42.9166666666667	129.483333333333	267
BJ2	1	0	ShunyiBeijing	fruit	40.182314	116.731358	unknown	CHNVIII	Wang2012	"Shunyi, Beijing"	40.1833333333333	116.733333333333	310
BJ5	1	0	WulingBeijing	fruit	40.61593	117.482817	wild	CHNVIII	Wang2012	"Wuling Mountain, Beijing"	40.6166666666667	117.483333333333	239
BJ9	1	0	WulingBeijing	oaklike	40.61593	117.482817	wild	CHNVIII	Wang2012	"Wuling Mountain, Beijing"	40.6166666666667	117.483333333333	239
BJ10	1	0	WulingBeijing	oaklike	40.61593	117.482817	wild	CHNVIII	Wang2012	"Wuling Mountain, Beijing"	40.6166666666667	117.483333333333	239
BJ13	1	0	WulingBeijing	oaklike	40.61593	117.482817	wild	CHNVIII	Wang2012	"Wuling Mountain, Beijing"	40.6166666666667	117.483333333333	239
BJ28	1	0	WulingBeijing	oaklike	40.61593	117.482817	wild	CHNVIII	Wang2012	"Wuling Mountain, Beijing"	40.6166666666667	117.483333333333	239
BJ1	1	0	ShunyiBeijing	fruit	40.182314	116.731358	unknown	sake	Wang2012	"Shunyi, Beijing"	40.1833333333333	116.733333333333	310
JL2	1	0	ChangbaiJilin	fruit	42.051891	127.787359	wild	sake	Wang2012	"Changbai Mountain, Jilin"	42.05	127.783333333333	237
YN2	1	0	JinghongYunnan	fruit	22.052711	100.894179	unknown	sake	Wang2012	"Jinghong, Yunnan"	22.05	100.891666666667	308
XJ2	1	0	KorlaXinjiang	fruit	41.769113	86.194026	unknown	sake	Wang2012	"Korla, Xinjiang"	41.7666666666667	86.1916666666667	318
NX1	1	0	ZhongweiNingxia	fruit	40.182314	116.731358	unknown	wine	Wang2012	"Zhongwei, Ningxia"	40.1833333333333	116.733333333333	310
NX2	1	0	ZhongweiNingxia	fruit	40.182314	116.731358	unknown	wine	Wang2012	"Zhongwei, Ningxia"	40.1833333333333	116.733333333333	310
XJ5	1	0	KorlaXinjiang	fruit	41.769113	86.194026	unknown	wine	Wang2012	"Korla, Xinjiang"	41.7666666666667	86.1916666666667	318
BJ7	1	0	ShunyiBeijing	oaklike	40.182314	116.731358	unknown	mosaic	Wang2012	"Shunyi, Beijing"	40.1833333333333	116.733333333333	310
FJ1	1	0	WuyiFujian	oaklike	27.907309	117.893624	wild	mosaic	Wang2012	"Wuyi Mountain, Nanping, Fujian, China"	27.9083333333333	117.891666666667	266
FJ11	1	0	WuyiFujian	fruit	27.907309	117.893624	wild	mosaic	Wang2012	"Wuyi Mountain, Nanping, Fujian, China"	27.9083333333333	117.891666666667	266
FJ12	1	0	WuyiFujian	fruit	27.907309	117.893624	wild	mosaic	Wang2012	"Wuyi Mountain, Nanping, Fujian, China"	27.9083333333333	117.891666666667	266
JL1	1	0	ChangbaiJilin	oaklike	42.051891	127.787359	wild	mosaic	Wang2012	"Changbai Mountain, Jilin"	42.05	127.783333333333	237
JL3	1	0	ChangbaiJilin	fruit	42.051891	127.787359	wild	mosaic	Wang2012	"Changbai Mountain, Jilin"	42.05	127.783333333333	237
NX3	1	0	ZhongweiNingxia	soil	40.182314	116.731358	unknown	mosaic	Wang2012	"Zhongwei, Ningxia"	40.1833333333333	116.733333333333	310
ScNZ	1	0	UniAuckland	bark	-36.849881	174.771083	unknown	wine	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
SpNZ	0	1	UniAuckland	bark	-36.849881	174.771083	unknown	Europe	Zhang2010	"36 50' 59.57S 174 46'15.90E converted"	-36.85	174.775	243
N7	0	1	StPetersburg	oaklike	59.93121	30.282485	unknown	Europe	Kuehne2007	"St Petersburg"	59.9333333333333	30.2833333333333	222
N8	0	1	Moscow	oaklike	55.765247	37.629748	unknown	Europe	Kuehne2007	"Moscow"	55.7666666666667	37.6333333333333	232
N9	0	1	TashkentUzbekistan	oaklike	41.303792	69.267726	unknown	Europe	Kuehne2007	"Tashkent, Uzbekistan"	41.3	69.2666666666667	359
