queryname	DBuid	strainUID	sampleName	classification	species	originalfilename	closestBlastSpecies	Ascore	Evalue	Cscore	Pscore	GenBankAccession
FRI11A.1_ITS	DBAJ30	FRI11A.1	FRI11a	otherAmplifiedITS	Candida albicans	Fri11a1ITS2.fa	Candida albicans	854	0.0	NA	262	KT207075
FRI11B.1_ITS	DBAJ32	FRI11B.1	FRI11b	Spar	Saccharomyces paradoxus	Fri11b1ITS2.fa	Saccharomyces paradoxus	1353	0.0	NA	1337	KT207076
FRI11D.SM_ITS	DBAJ39	FRI11D.SM	FRI11d	otherAmplifiedITS	Kazachstania servazzii	FRI11DSM_ITS2.fa.fa	Kazachstania servazzii	708	0.0	NA	248	KT207077
FRI11D.SM_ITS	DBAJ39	FRI11D.SM	FRI11d	otherAmplifiedITS	Kazachstania servazzii	FRI11DSM_ITS2.fa.fa	Kazachstania servazzii	708	0.0	NA	248	KT207077
FRI12B.SM_ITS	DBAH54	FRI12B.SM	FRI12b	otherAmplifiedITS	Lachancea thermotolerans	FRI12BSMS1L.fa	Lachancea thermotolerans	1067	0.0	NA	352	NA
FRI12C.1_ITS	DBAJ34	FRI12C.1	FRI12c	otherAmplifiedITS	Saccharomycetaceae sp.	fri12c1_its2_170412.fa	Lachancea thermotolerans	1115	0.0	NA	352	NA
FRI12C.1_ITS_2	DBAJ34	FRI12C.1	FRI12c	otherAmplifiedITS	Saccharomycetaceae sp.	Fri12c1ITS2.fa	Saccharomyces paradoxus	1337	0.0	NA	1319	NA
FRI14D.1_ITS	DBAH51	FRI14D.1	FRI14d	Spar	Saccharomyces paradoxus	fri14d1s1lcons.fa	Saccharomyces paradoxus	1299	0.0	NA	1290	KT207078
FRI1C.1_ITS	DBAH56	FRI1C.1	FRI1c	Spar	Saccharomyces paradoxus	FRI1c1ITS2.fa	Saccharomyces paradoxus	1335	0.0	NA	1324	KT207079
FRI1C.SM_ITS	DBAH08	FRI1C.SM	FRI1c	Spar	Saccharomyces paradoxus	Fri1cSMITS2.fa	Saccharomyces paradoxus	1269	0.0	NA	1261	KT207080
FRI2D.1_ITS	DBAH09	FRI2D.1	FRI2d	Spar	Saccharomyces paradoxus	Fri2D1ITS2.fa	Saccharomyces paradoxus	1306	0.0	NA	1297	KT207081
FRI3A.1_ITS	DBAH11	FRI3A.1	FRI3a	Spar	Saccharomyces paradoxus	Fri3a1ITS2.fa	Saccharomyces paradoxus	1323	0.0	NA	1312	KT207082
FRI3A.SM_ITS	DBAH12	FRI3A.SM	FRI3a	Spar	Saccharomyces paradoxus	FRI3aSMits2.fa	Saccharomyces paradoxus	1292	0.0	NA	1287	KT207083
FRI4D.1_ITS	DBAF25	FRI4D.1	FRI4d	Spar	Saccharomyces paradoxus	fri4d1s1lcons.fa	Saccharomyces paradoxus	1308	0.0	NA	1299	KT207084
FRI5D.SM_ITS	DBAJ37	FRI5D.SM	FRI5d	otherAmplifiedITS	Candida albicans	Fri5dSMits2.fa	Candida albicans	832	0.0	NA	262	KT207085
FRI6A.1_ITS	DBAH14	FRI6A.1	FRI6a	Spar	Saccharomyces paradoxus	FRI6a1ITS2.fa	Saccharomyces paradoxus	1234	0.0	NA	1231	KT207086
FRI9B.1_ITS	DBAH16	FRI9B.1	FRI9b	otherAmplifiedITS	Wickerhamomyces anomalus	FRI9B1ITS2.fa	Wickerhamomyces anomalus	982	0.0	NA	304	KT207087
FRI9D.1_ITS	DBAH29	FRI9D.1	FRI9d	otherAmplifiedITS	Debaryomyces hansenii	FRI9D1_ITS2.fa	Debaryomyces hansenii	1025	0.0	NA	309	KT207088
FRI9D.SM_ITS	DBAH52	FRI9D.SM	FRI9d	otherAmplifiedITS	Hyphopichia burtonii	Fri9dSMits2.fa	Hyphopichia burtonii	578	2e-162	NA	221	NA
FRI9D.SM_ITS	DBAH52	FRI9D.SM	FRI9d	otherAmplifiedITS	Hyphopichia burtonii	Fri9dSMits2.fa	Hyphopichia burtonii	578	2e-162	NA	221	NA
IGC1B.SM_ITS	DBAB58	IGC1B.SM	IGC1b	otherAmplifiedITS	Zygosaccharomyces bailii	IGC1bSMITSq25.fa	Zygosaccharomyces bailii	996	0.0	NA	297	NA
IGC1F.SM_ITS	DBAF74	IGC1F.SM	IGC1f	otherAmplifiedITS	Zygosaccharomyces bailii	IGC1fSMITS2q10.fa	Zygosaccharomyces bailii	423	1e-115	NA	NA	NA
LBW1f.1_CEN15	DBE04	LBW1f.1	LBW1f	Spar	Saccharomyces paradoxus	LBW1f1c15.fa	Saccharomyces paradoxus	838	0.0	NA	749	KT207089
LBW2a.6.1_CEN15	DBH64	LBW2a.6.1	LBW2a	Spar	Saccharomyces paradoxus	LBW2a61c15.fa	Saccharomyces paradoxus	740	0.0	NA	724	NA
LBW2a.6.1_CEN6	DBH64	LBW2a.6.1	LBW2a	Spar	Saccharomyces paradoxus	LBW2a61.fa	Saccharomyces cerevisiae	136	2e-29	NA	NA	KT207090
LBW2a.6.1_CEN9	DBH64	LBW2a.6.1	LBW2a	Spar	Saccharomyces paradoxus	LBW2a61c9.fa	Saccharomyces paradoxus	989	0.0	NA	895	KT207091
LBW2c.2.2_ITS	DBG51	LBW2c.2.2	LBW2c	otherAmplifiedITS	Lachancea thermotolerans	LBW2c22ITS.fa	Lachancea thermotolerans	1099	0.0	NA	358	KT207092
LBW2d.6.1_ITS	DBH63	LBW2d.6.1	LBW2d	otherAmplifiedITS	Lachancea thermotolerans	LBW2d61ITS.fa	Lachancea thermotolerans	1148	0.0	NA	352	KT207093
LBW2ha.1_CEN15	DBG03	LBW2ha.1	LBW2ha	Spar	Saccharomyces paradoxus	LBW2ha1c15.fa	Saccharomyces paradoxus	1067	0.0	NA	933	KT207094
LBW2hb.6_ITS	DBG62	LBW2hb.6	LBW2hb	otherAmplifiedITS	Lachancea thermotolerans	LBW2hb6ITS.fa	Lachancea thermotolerans	1159	0.0	NA	352	KT207095
LBW2ja.6.1_ITS	DBH65	LBW2ja.6.1	LBW2ja	otherAmplifiedITS	Lachancea thermotolerans	LBW2ja61ITS.fa	Lachancea thermotolerans	1113	0.0	NA	352	KT207096
LBW2jb.6_CEN15	DBG80	LBW2jb.6	LBW2jb	Spar	Saccharomyces paradoxus	LBW2jb6c15.fa	Saccharomyces paradoxus	1191	0.0	NA	1081	KT207097
LBW2jc_ITS	DBH26	LBW2jc	LBW2jc	otherAmplifiedITS	Lachancea thermotolerans	LBW2jcITS.fa	Lachancea thermotolerans	1144	0.0	NA	352	KT207098
LBW2kb.6_ITS	DBH05	LBW2kb.6	LBW2kb	otherAmplifiedITS	Lachancea thermotolerans	LBW2kb6ITS.fa	Lachancea thermotolerans	1155	0.0	NA	352	KT207099
LBW2kc.6_ITS	DBH48	LBW2kc.6	LBW2kc	otherAmplifiedITS	Lachancea thermotolerans	LBW2kc6ITS.fa	Lachancea thermotolerans	933	0.0	NA	352	KT207100
LBW2n.4_ITS	DBH18	LBW2n.4	LBW2n	otherAmplifiedITS	Lachancea thermotolerans	LBW2n4ITS.fa	Lachancea thermotolerans	1139	0.0	NA	352	KT207101
LBW2oa.1_CEN9	DBI63	LBW2oa.1	LBW2oa	Spar	Saccharomyces paradoxus	LBW2oa1c9.fa	Saccharomyces paradoxus	737	0.0	NA	646	KT207102
LBW2oc.1_ITS	DBI69	LBW2oc.1	LBW2oc	otherAmplifiedITS	Lachancea thermotolerans	LBW2oc1ITS.fa	Lachancea thermotolerans	1090	0.0	NA	352	KT207103
LBW2pc.1_CEN15	DBI71	LBW2pc.1	LBW2pc	Spar	Saccharomyces paradoxus	LBW2pc1c15.fa	Saccharomyces paradoxus	1088	0.0	NA	937	KT207104
LBW2qa.1_CEN15	DBK29	LBW2qa.1	LBW2qa	Spar	Saccharomyces paradoxus	LBW2qa1c15.fa	Saccharomyces paradoxus	1196	0.0	NA	1047	KT207105
LBW2qb.1_CEN15	DBK33	LBW2qb.1	LBW2qb	Spar	Saccharomyces paradoxus	LBW2qb1c15.fa	Saccharomyces paradoxus	922	0.0	NA	839	KT207106
MB10D.1_ITS	DBAM37	MB10D.1	MB10d	otherAmplifiedITS	Lachancea thermotolerans	MB10d1S1L.fa	Lachancea thermotolerans	1063	0.0	NA	352	KT207107
MB11d.1_ITS	DBT69	MB11d.1	MB11d	Spar	Saccharomyces paradoxus	MB11D1S1L.fa	Saccharomyces paradoxus	1323	0.0	NA	1308	KT207108
MB13a.1_ITS	DBT71	MB13a.1	MB13a	Spar	Saccharomyces paradoxus	mb13a1_s1l.fa	Saccharomyces paradoxus	1346	0.0	NA	1337	KT207109
MB15b.1_ITS	DBT75	MB15b.1	MB15b	Spar	Saccharomyces paradoxus	MB15B1SIL.fa	Saccharomyces paradoxus	1346	0.0	NA	1328	KT207110
MB15b.SM_CEN15	DBT74	MB15b.SM	MB15b	Spar	Saccharomyces paradoxus	mb15bsmc15 consensus seq.fa	Saccharomyces paradoxus	246	2e-62	NA	242	NA
MB15D.1_ITS	DBAI70	MB15D.1	MB15d	otherAmplifiedITS	Lachancea thermotolerans	MB15d1S1L.fa	Lachancea thermotolerans	935	0.0	NA	352	KT207111
MB4a.1_ITS	DBT56	MB4a.1	MB4a	Spar	Saccharomyces paradoxus	MB4A1AS1L.fa	Saccharomyces paradoxus	1341	0.0	NA	1324	KT207112
MB4A.1B_ITS	DBAI72	MB4A.1B	MB4a	Spar	Saccharomyces paradoxus	MB4A1BS1L.fa	Saccharomyces paradoxus	1335	0.0	NA	1326	KT207113
MB4a.SM_ITS	DBT55	MB4a.SM	MB4a	Spar	Saccharomyces paradoxus	MB4ASMS1L.fa	Saccharomyces paradoxus	1294	0.0	NA	1285	KT207114
MB4B.1_ITS	DBAC81	MB4B.1	MB4b	Spar	Saccharomyces paradoxus	mb4b1bs1l.fa	Saccharomyces paradoxus	1323	0.0	NA	1314	KT207115
MB4b.SM_ITS	DBT57	MB4b.SM	MB4b	Spar	Saccharomyces paradoxus	mb4bsms1l.fa	Saccharomyces paradoxus	1350	0.0	NA	1335	KT207116
MB4c.SM_ITS	DBT59	MB4c.SM	MB4c	Spar	Saccharomyces paradoxus	MB4CSMS1L.fa	Saccharomyces paradoxus	1366	0.0	NA	1350	KT207117
MB4d.1_ITS	DBT62	MB4d.1	MB4d	Spar	Saccharomyces paradoxus	mb4d1as1l.fa	Saccharomyces paradoxus	1371	0.0	NA	1344	KT207118
MB4D.1B_ITS	DBAC70	MB4D.1B	MB4d	Spar	Saccharomyces paradoxus	mb4d1bs1l.fa	Saccharomyces paradoxus	1321	0.0	NA	1312	KT207119
MB5A.1B_ITS	DBAC72	MB5A.1B	MB5a	Spar	Saccharomyces paradoxus	mb5a1b.fa	Saccharomyces paradoxus	1333	0.0	NA	1319	KT207120
MB5A.1B_ITS_2	DBAC72	MB5A.1B	MB5a	Spar	Saccharomyces paradoxus	MB5a1bITS2.fa	Saccharomyces paradoxus	1355	0.0	NA	1335	NA
MB5a.SM_ITS	DBT64	MB5a.SM	MB5a	Spar	Saccharomyces paradoxus	MB5ASMS1L.fa	Saccharomyces paradoxus	1346	0.0	NA	1337	KT207121
MB5b.1_ITS	DBT67	MB5b.1	MB5b	Spar	Saccharomyces paradoxus	Mb5b1SL1.fa	Saccharomyces paradoxus	1315	0.0	NA	1306	KT207122
MB7C.1_ITS	DBAC68	MB7C.1	MB7c	Scer	Saccharomyces cerevisiae	mb7c1a s1l.fa	Saccharomyces paradoxus	1305	0.0	NA	1301	KT207123
MB7C.1B_ITS	DBAI78	MB7C.1B	MB7c	Scer	Saccharomyces cerevisiae	mb7c1b.fa	Saccharomyces cerevisiae	1285	0.0	NA	1251	KT207124
MB7C.1C_CEN15	DBAI79	MB7C.1C	MB7c	Scer	Saccharomyces cerevisiae	MB7C1Cconsensusc15.fa.fa	Saccharomyces cerevisiae	1175	0.0	NA	149	NA
MB7C.1_ITS_2	DBAC68	MB7C.1	MB7c	Scer	Saccharomyces cerevisiae	mb7c1its2.fa	Saccharomyces cerevisiae	1131	0.0	NA	1099	NA
MB7C.SM_CEN15	DBAC67	MB7C.SM	MB7c	Scer	Saccharomyces cerevisiae	MB7cSMcerC15.fa	Saccharomyces cerevisiae	1171	0.0	NA	170	KT207125
OCK11A.1_ITS	DBZ38	OCK11A.1	OCK11a	otherAmplifiedITS	Hanseniaspora osmophila	OCK11A1_ITS2.fa	Hanseniaspora osmophila	407	9e-111	NA	277	NA
OCK11C.1_ITS	DBZ40	OCK11C.1	OCK11c	Spar	Saccharomyces paradoxus	OCK11c1ITS2.fa	Saccharomyces paradoxus	1211	0.0	NA	1211	KT207126
OCK11D.1_ITS	DBZ42	OCK11D.1	OCK11d	Spar	Saccharomyces paradoxus	ock11d1its2.fa	Saccharomyces paradoxus	1303	0.0	NA	1294	KT207127
OCK15B.1_ITS	DBZ71	OCK15B.1	OCK15b	otherAmplifiedITS	Wickerhamomyces anomalus	Ock15b1ITS2.fa	Wickerhamomyces anomalus	967	0.0	NA	304	KT207128
OCK15B.1_ITS	DBZ71	OCK15B.1	OCK15b	otherAmplifiedITS	Wickerhamomyces anomalus	Ock15b1ITS2.fa	Wickerhamomyces anomalus	967	0.0	NA	304	KT207128
OCK1C.1_ITS	DBZ25	OCK1C.1	OCK1c	Spar	Saccharomyces paradoxus	OCK1c1its2.fa	Saccharomyces paradoxus	1306	0.0	NA	1288	KT207129
OCK5C.1_ITS	DBAJ26	OCK5C.1	OCK5c	otherAmplifiedITS	Saccharomycodes ludwigii	OCK5C1_ITS2.fa	Saccharomycodes ludwigii	1094	0.0	NA	280	KT207130
OCK5C.SM_ITS	DBAJ27	OCK5C.SM	OCK5c	otherAmplifiedITS	Saccharomycodes ludwigii	Ock5cSMITS2.fa	Saccharomycodes ludwigii	1016	0.0	NA	271	KT207131
OCK5D.1_ITS	DBAJ24	OCK5D.1	OCK5d	otherAmplifiedITS	Saccharomycodes ludwigii	OCK5D1_ITS2.fa	Saccharomycodes ludwigii	1153	0.0	NA	286	KT207132
OCK6C.1_ITS	DBZ32	OCK6C.1	OCK6c	otherAmplifiedITS	Lachancea thermotolerans	ock6c1its2fwd&rev.fa	Lachancea thermotolerans	1095	0.0	NA	352	KT207133
OCK7A.1_ITS	DBZ34	OCK7A.1	OCK7a	Spar	Saccharomyces paradoxus	Ock7a1ITS2.fa	Saccharomyces paradoxus	1341	0.0	NA	1326	KT207134
OCK7B.1_ITS	DBZ36	OCK7B.1	OCK7b	otherAmplifiedITS	Lachancea thermotolerans	Ock7b1ITS2.fa	Lachancea thermotolerans	1067	0.0	NA	352	KT207135
PAR10C.1_ITS	DBAL15	PAR10C.1	PAR10C	Spar	Saccharomyces paradoxus	par10c1s1l.fa	Saccharomyces paradoxus	1332	0.0	NA	1323	KT207136
PAR13A.SM_ITS	DBAL11	PAR13A.SM	PAR13A	otherAmplifiedITS	Lachancea thermotolerans	PAR13aSMS1Lr.fa	Lachancea thermotolerans	1054	0.0	NA	352	KT207137
PLU11A.1_CEN9	DBAI24	PLU11A.1	PLU11a	Scer	Saccharomyces cerevisiae	PLU11a1c9.fa	Saccharomyces cerevisiae	224	6e-56	NA	NA	NA
PLU12A.1_ITS	DBAI26	PLU12A.1	PLU12a	Scer	Saccharomyces cerevisiae	PLU12A1ITS2.fa	Saccharomyces cerevisiae	848	0.0	NA	814	KT207138
PLU13A.SM_ITS	DBAI29	PLU13A.SM	PLU13a	Scer	Saccharomyces cerevisiae	PLU13aSMITS2q25.fa	Saccharomyces cerevisiae	114	8e-23	NA	109	NA
PLU15A.1_ITS	DBAI30	PLU15A.1	PLU15a	Spar	Saccharomyces paradoxus	Plu15A1its2.fa	Saccharomyces paradoxus	1339	0.0	NA	1324	KT207139
PLU15B.1_CEN9	DBAI32	PLU15B.1	PLU15b	Scer	Saccharomyces cerevisiae	PLU15B1CERC9.fa	Saccharomyces cerevisiae	841	0.0	NA	NA	KT207140
PLU17A.1_CEN9	DBAI34	PLU17A.1	PLU17a	Scer	Saccharomyces cerevisiae	PLU17A1CERC9.fa	Saccharomyces cerevisiae	639	0.0	NA	NA	NA
PLU19B.1_CEN9	DBAI36	PLU19B.1	PLU19b	Scer	Saccharomyces cerevisiae	PLU19B1CERC9.fa	Saccharomyces cerevisiae	1229	0.0	NA	122	KT207141
PLU20A.1_ITS	DBAJ41	PLU20A.1	PLU20a	otherAmplifiedITS	Hyphopichia burtonii	PLU20A1ITS2.fa	Hyphopichia burtonii	697	0.0	NA	235	KT207142
PLU21A.1_CEN15	DBAI15	PLU21A.1	PLU21a	Spar	Saccharomyces paradoxus	PLU21a1pc15.fa	Saccharomyces paradoxus	933	0.0	NA	818	KT207143
PLU21B.1_ITS	DBAI17	PLU21B.1	PLU21b	otherAmplifiedITS	Wickerhamomyces anomalus	Plu21b1ITS2.fa	Wickerhamomyces anomalus	1027	0.0	NA	304	KT207144
PLU22A.1_CEN9	DBAI19	PLU22A.1	PLU22a	Scer	Saccharomyces cerevisiae	PLU22A1_CERC9.fa	Saccharomyces cerevisiae	911	0.0	NA	NA	KT207145
PLU22A.1_ITS	DBAI19	PLU22A.1	PLU22a	Scer	Saccharomyces cerevisiae	PLU22A1ITS2.fa	Saccharomyces cerevisiae	111	1e-21	NA	105	NA
PLU22B.SM_CEN9	DBAI22	PLU22B.SM	PLU22b	Scer	Saccharomyces cerevisiae	PLU22BSMC9.fa	Saccharomyces cerevisiae	1018	0.0	NA	NA	KT207146
PLU22B.SM_ITS	DBAI22	PLU22B.SM	PLU22b	Scer	Saccharomyces cerevisiae	PLU22BSMITS.fa	Saccharomyces cerevisiae	107	1e-20	NA	102	NA
PLU27A.1_CEN9	DBAJ43	PLU27A.1	PLU27A	Scer	Saccharomyces cerevisiae	PLU27A1 CERC9F.fa	Saccharomyces cerevisiae	1000	0.0	NA	NA	KT207147
PLU28A.1_CEN9	DBAJ45	PLU28A.1	PLU28A	Scer	Saccharomyces cerevisiae	PLU28A1CERC9.fa	Saccharomyces cerevisiae	1229	0.0	NA	118	KT207148
PLU28B.1_ITS	DBAJ47	PLU28B.1	PLU28B	otherAmplifiedITS	Lachancea thermotolerans	PLU28b1ITS.fa	Lachancea thermotolerans	1088	0.0	NA	352	KT207149
PLU29A.1_CEN9	DBAJ73	PLU29A.1	PLU29A	Scer	Saccharomyces cerevisiae	PLU29A1CERC9.fa	Saccharomyces cerevisiae	973	0.0	NA	NA	KT207150
PLU5A.1_ITS	DBAA8	PLU5A.1	PLU5a	Spar	Saccharomyces paradoxus	Plu5a1ITS2.fa	Saccharomyces paradoxus	1315	0.0	NA	1310	KT207151
PLU5B.1_ITS	DBAG81	PLU5B.1	PLU5b	otherAmplifiedITS	Lachancea thermotolerans	PLU5B1ITS2.fa.fa	Lachancea thermotolerans	1104	0.0	NA	352	KT207152
PLU5C.SM_ITS	DBAG39	PLU5C.SM	PLU5c	Spar	Saccharomyces paradoxus	PLU5CSMS1L.fa	Saccharomyces paradoxus	1328	0.0	NA	1319	KT207153
PLU5D.1_ITS	DBAH02	PLU5D.1	PLU5d	Spar	Saccharomyces paradoxus	Plu5d1ITS2.fa	Saccharomyces paradoxus	1323	0.0	NA	1314	KT207154
PLU9D.1_ITS	DBAH04	PLU9D.1	PLU9d	otherAmplifiedITS	Hyphopichia burtonii	PLU9D1ITS2.fa.fa	Hyphopichia burtonii	719	0.0	NA	235	KT207155
PYR10a.SM_ITS	DBN17	PYR10a.SM	PYR10a	otherAmplifiedITS	Lachancea thermotolerans	PYR10aSMITS.fa	Lachancea thermotolerans	1122	0.0	NA	352	KT207156
PYR10b.SM_ITS	DBN18	PYR10b.SM	PYR10b	otherAmplifiedITS	Lachancea thermotolerans	PYR10bSMITS.fa	Lachancea thermotolerans	1142	0.0	NA	352	KT207157
PYR10E.1_ITS	DBAE65	PYR10E.1	PYR10e	otherAmplifiedITS	Lachancea thermotolerans	PYR10e1ITS2.fa	Lachancea thermotolerans	1038	0.0	NA	352	KT207158
PYR11a.SM_ITS	DBN19	PYR11a.SM	PYR11a	otherAmplifiedITS	Lachancea thermotolerans	PYR11aSMITS.fa	Lachancea thermotolerans	1150	0.0	NA	352	KT207159
PYR11b.SM_ITS	DBN20	PYR11b.SM	PYR11b	otherAmplifiedITS	Lachancea thermotolerans	PYR11bSMITS.fa	Lachancea thermotolerans	1137	0.0	NA	352	KT207160
PYR11F.SM_ITS	DBU42	PYR11F.SM	PYR11f	otherAmplifiedITS	Lachancea thermotolerans	PYR11fSMITS2fq25.fa	Lachancea thermotolerans	866	0.0	NA	273	NA
PYR14B.1_ITS	DBU45	PYR14B.1	PYR14b	otherAmplifiedITS	Lachancea thermotolerans	PYR14b1ITS2fq25.fa	Lachancea thermotolerans	901	0.0	NA	298	NA
PYR1C.YM_ITS	DBAH58	PYR1C.YM	PYR1c	otherAmplifiedITS	Kluyveromyces lactis	PYR1CYMits2.fa	Kluyveromyces lactis	1191	0.0	NA	313	KT207161
PYR1E.1_ITS	DBAH59	PYR1E.1	PYR1e	otherAmplifiedITS	Lachancea thermotolerans	PYR1e1bS1L.fa	Lachancea thermotolerans	987	0.0	NA	352	KT207162
PYR2a.SM_ITS	DBN45	PYR2a.SM	PYR2a	otherAmplifiedITS	Saccharomyces kudriavzevii	PYR2aSMITS.fa	Saccharomyces kudriavzevii	1368	0.0	NA	1269	KT207163
PYR2a.SM_CEN6	DBN45	PYR2a.SM	PYR2a	otherAmplifiedITS	Saccharomyces kudriavzevii	PYR2aSMc6.fa	Saccharomyces cerevisiae	125	4e-26	NA	NA	KT207164
PYR2a.SM_CEN6	DBN45	PYR2a.SM	PYR2a	otherAmplifiedITS	Saccharomyces kudriavzevii	PYR2aSMc6.fa	Saccharomyces cerevisiae	125	4e-26	NA	NA	KT207164
PYR2a.SM_CEN6	DBN45	PYR2a.SM	PYR2a	otherAmplifiedITS	Saccharomyces kudriavzevii	PYR2aSMc6.fa	Saccharomyces cerevisiae	125	4e-26	NA	NA	KT207164
PYR2a.YM_CEN6	DBP68	PYR2a.YM	PYR2a	otherAmplifiedITS	Saccharomyces kudriavzevii	PYR2aYMc6.fa	Saccharomyces cerevisiae	125	4e-26	NA	NA	KT207165
PYR2a.YM_CEN6	DBP68	PYR2a.YM	PYR2a	otherAmplifiedITS	Saccharomyces kudriavzevii	PYR2aYMc6.fa	Saccharomyces cerevisiae	125	4e-26	NA	NA	KT207165
PYR2a.YM_CEN6	DBP68	PYR2a.YM	PYR2a	otherAmplifiedITS	Saccharomyces kudriavzevii	PYR2aYMc6.fa	Saccharomyces cerevisiae	125	4e-26	NA	NA	KT207165
PYR2aSM.1_ITS	DBS19	PYR2aSM.1	PYR2a	otherAmplifiedITS	Saccharomyces kudriavzevii	PYR2aSM1ITS.fa	Saccharomyces kudriavzevii	1454	0.0	NA	1296	KT207166
PYR2aSM.2_ITS	DBS20	PYR2aSM.2	PYR2a	otherAmplifiedITS	Saccharomyces kudriavzevii	PYR2aSM2ITS.fa	Saccharomyces kudriavzevii	1443	0.0	NA	1290	KT207167
PYR2aSM.3_ITS	DBS21	PYR2aSM.3	PYR2a	otherAmplifiedITS	Saccharomyces kudriavzevii	PYR2aSM3ITS.fa	Saccharomyces kudriavzevii	1452	0.0	NA	1294	KT207168
PYR2b.SM_ITS	DBN05	PYR2b.SM	PYR2b	otherAmplifiedITS	Lachancea thermotolerans	PYR2bSMITS.fa	Lachancea thermotolerans	1137	0.0	NA	352	KT207169
PYR2D.YM_ITS	DBAD40	PYR2D.YM	PYR2d	otherAmplifiedITS	Lachancea thermotolerans	PYR2dYMITS2fq25.fa	Lachancea thermotolerans	948	0.0	NA	280	NA
PYR3a.SM_ITS	DBN06	PYR3a.SM	PYR3a	otherAmplifiedITS	Lachancea thermotolerans	PYR3aSMITS.fa	Lachancea thermotolerans	1128	0.0	NA	352	KT207170
PYR4a.SM_ITS	DBN08	PYR4a.SM	PYR4a	otherAmplifiedITS	Lachancea thermotolerans	PYR4aSMITS.fa	Lachancea thermotolerans	1133	0.0	NA	352	KT207171
PYR4b.SM_CEN9	DBN09	PYR4b.SM	PYR4b	Scer	Saccharomyces cerevisiae	PYR4bSMc9ii.fa	Saccharomyces cerevisiae	1166	0.0	NA	116	KT207172
PYR4b.1.1_CEN15	DBP63	PYR4b.1.1	PYR4b	Scer	Saccharomyces cerevisiae	PYR4b1_1c15.fa	Saccharomyces cerevisiae	1204	0.0	NA	194	KT207173
PYR4b.1.1_CEN9	DBP63	PYR4b.1.1	PYR4b	Scer	Saccharomyces cerevisiae	PYR4b1_1c9.fa	Saccharomyces cerevisiae	1204	0.0	NA	118	KT207174
PYR4b.1_CEN15	DBP10	PYR4b.1	PYR4b	Scer	Saccharomyces cerevisiae	PYR4b1c15.fa	Saccharomyces cerevisiae	1223	0.0	NA	194	KT207175
PYR4b.1_CEN9	DBP10	PYR4b.1	PYR4b	Scer	Saccharomyces cerevisiae	PYR4b1c9.fa	Saccharomyces cerevisiae	1182	0.0	NA	111	KT207176
PYR4b.2.1_CEN15	DBP64	PYR4b.2.1	PYR4b	Scer	Saccharomyces cerevisiae	PYR4b2_1c15.fa	Saccharomyces cerevisiae	1229	0.0	NA	201	KT207177
PYR4b.2.1_CEN9	DBP64	PYR4b.2.1	PYR4b	Scer	Saccharomyces cerevisiae	PYR4b2_1c9.fa	Saccharomyces cerevisiae	1207	0.0	NA	118	KT207178
PYR4b.1.1_CEN6	DBP63	PYR4b.1.1	PYR4b	Scer	Saccharomyces cerevisiae	PYR4b1_1c6.fa	Saccharomyces cerevisiae	1095	0.0	NA	NA	KT207179
PYR4b.1_CEN6	DBP10	PYR4b.1	PYR4b	Scer	Saccharomyces cerevisiae	PYR4b1c6.fa	Saccharomyces cerevisiae	1103	0.0	NA	NA	KT207180
PYR4b.2.1_CEN6	DBP64	PYR4b.2.1	PYR4b	Scer	Saccharomyces cerevisiae	PYR4b2_1c6.fa	Saccharomyces cerevisiae	1117	0.0	NA	NA	KT207181
PYR4b.SM_CEN9_2	DBN09	PYR4b.SM	PYR4b	Scer	Saccharomyces cerevisiae	PYR4bSMc9.fa	Saccharomyces cerevisiae	1186	0.0	NA	111	NA
PYR4C.SM_ITS	DBAD36	PYR4C.SM	PYR4c	otherAmplifiedITS	Lachancea thermotolerans	pyr4csmits2.fa	Lachancea thermotolerans	830	0.0	NA	232	KT207182
PYR4E.1A_ITS	DBAA67	PYR4E.1A	PYR4e	Scer	Saccharomyces cerevisiae	PYR4E1A_ITS2.fa	Saccharomyces cerevisiae	1386	0.0	NA	1314	KT207183
PYR4E.1B_ITS	DBAE50	PYR4E.1B	PYR4e	Scer	Saccharomyces cerevisiae	PYR4E1BITS2.fa	Saccharomyces cerevisiae	1361	0.0	NA	1303	KT207184
PYR4E.1_CEN15	DBAB10	PYR4E.1	PYR4e	Scer	Saccharomyces cerevisiae	pyr4e1c15.fa.fa	Saccharomyces cerevisiae	1085	0.0	NA	161	KT207185
PYR4E.1C_CEN15	DBAI65	PYR4E.1C	PYR4e	Scer	Saccharomyces cerevisiae	PYR4E1Cconsunsusc15.fa	Saccharomyces cerevisiae	1146	0.0	NA	192	KT207186
PYR5a.SM_CEN9	DBN10	PYR5a.SM	PYR5a	Spar	Saccharomyces paradoxus	PYR5aSMc9.fa	Saccharomyces paradoxus	976	0.0	NA	866	KT207187
PYR5a.SM_CEN15	DBN10	PYR5a.SM	PYR5a	Spar	Saccharomyces paradoxus	PYR5aSMc15.fa	Saccharomyces paradoxus	980	0.0	NA	820	KT207188
PYR5a.SM_CEN6	DBN10	PYR5a.SM	PYR5a	Spar	Saccharomyces paradoxus	PYR5aSMc6.1.fa	Saccharomyces cerevisiae	136	2e-29	NA	NA	KT207189
